Data,BROKER,SERVICE_NAME,SERVICE_CLASS,PROGRAMA,QUANTIDADE
2021-10-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,162.0
2021-10-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,66.0
2021-10-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,58.0
2021-10-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,44.0
2021-10-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,83.0
2021-10-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,84.5
2021-11-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,86.0
2021-11-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,87.0
2021-11-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,88.0
2021-11-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,63.0
2021-11-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,212.0
2021-11-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,64.0
2021-11-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,90.5
2021-11-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,117.0
2021-11-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,50.0
2021-11-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,115.0
2021-11-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,54.0
2021-11-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,92.0
2021-11-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,124.0
2021-11-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,103.33333333333333
2021-11-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,82.66666666666666
2021-11-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,62.0
2021-11-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,106.0
2021-11-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,33.0
2021-11-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,120.0
2021-11-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,107.0
2021-11-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,145.5
2021-11-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,184.0
2021-11-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,100.0
2021-11-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,50.0
2021-11-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,50.0
2021-11-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,82.0
2021-11-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,96.0
2021-11-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,83.0
2021-11-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,70.0
2021-11-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,98.0
2021-12-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,4.0
2021-12-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,111.0
2021-12-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,194.0
2021-12-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,3.0
2021-12-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,48.5
2021-12-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,94.0
2021-12-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,95.0
2021-12-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,135.0
2021-12-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,14.0
2021-12-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,4.0
2021-12-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,215.0
2021-12-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,109.0
2021-12-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,3.0
2021-12-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,4.0
2021-12-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,13.0
2021-12-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,18.0
2021-12-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,181.0
2021-12-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,4.0
2021-12-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,55.5
2021-12-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,107.0
2021-12-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,160.0
2021-12-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,5.0
2021-12-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,107.0
2021-12-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,32.0
2021-12-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,46.666666666666664
2021-12-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,61.33333333333333
2021-12-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,76.0
2021-12-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,155.0
2021-12-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,133.0
2021-12-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,216.0
2021-12-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,150.0
2022-01-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,160.0
2022-01-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,170.0
2022-01-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,180.0
2022-01-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,153.0
2022-01-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,59.0
2022-01-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,122.0
2022-01-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,122.0
2022-01-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,135.33333333333334
2022-01-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,148.66666666666666
2022-01-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,162.0
2022-01-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,161.0
2022-01-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,128.0
2022-01-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,19.0
2022-01-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,38.0
2022-01-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,96.0
2022-01-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,51.0
2022-01-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,6.0
2022-01-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,152.0
2022-01-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,13.0
2022-01-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,19.0
2022-01-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,107.0
2022-01-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,91.0
2022-01-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,81.5
2022-01-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,72.0
2022-01-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,126.0
2022-01-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,147.0
2022-01-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,164.0
2022-01-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,62.0
2022-01-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,8.0
2022-01-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,6.5
2022-01-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,5.0
2022-02-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,119.0
2022-02-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,26.0
2022-02-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,74.0
2022-02-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-02-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,76.0
2022-02-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,114.0
2022-02-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,152.0
2022-02-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,92.0
2022-02-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,87.0
2022-02-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,11.0
2022-02-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,127.0
2022-02-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,9.0
2022-02-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,6.5
2022-02-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,4.0
2022-02-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,9.0
2022-02-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,25.0
2022-02-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,43.0
2022-02-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,30.0
2022-02-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,43.0
2022-02-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,118.0
2022-02-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,193.0
2022-02-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,227.0
2022-02-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,137.0
2022-02-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,7.0
2022-02-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,53.0
2022-02-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,25.0
2022-02-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,18.0
2022-02-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,11.0
2022-03-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,27.0
2022-03-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,43.0
2022-03-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,15.0
2022-03-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,116.0
2022-03-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,17.0
2022-03-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,53.5
2022-03-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,90.0
2022-03-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,141.0
2022-03-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,186.0
2022-03-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,166.0
2022-03-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,14.0
2022-03-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,89.0
2022-03-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,132.5
2022-03-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,176.0
2022-03-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,191.0
2022-03-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,167.0
2022-03-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,46.0
2022-03-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,9.0
2022-03-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,118.0
2022-03-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,63.5
2022-03-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,9.0
2022-03-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,171.0
2022-03-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,99.0
2022-03-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,153.0
2022-03-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,65.0
2022-03-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,20.0
2022-03-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,13.5
2022-03-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,7.0
2022-03-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,114.0
2022-03-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,41.0
2022-03-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,90.0
2022-04-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,72.0
2022-04-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,108.0
2022-04-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,114.0
2022-04-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,120.0
2022-04-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,167.0
2022-04-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,10.0
2022-04-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,160.0
2022-04-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,159.0
2022-04-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,167.0
2022-04-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,86.0
2022-04-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,5.0
2022-04-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,104.0
2022-04-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,26.0
2022-04-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,162.0
2022-04-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-04-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,80.0
2022-04-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,55.0
2022-04-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,30.0
2022-04-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,143.0
2022-04-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,165.0
2022-04-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,99.0
2022-04-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,33.0
2022-04-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,71.0
2022-04-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,97.5
2022-04-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,124.0
2022-04-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,115.0
2022-04-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,33.0
2022-04-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,103.0
2022-04-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,36.0
2022-04-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,38.0
2022-05-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,78.0
2022-05-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,118.0
2022-05-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,205.0
2022-05-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,316.0
2022-05-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,35.0
2022-05-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,15.0
2022-05-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,101.0
2022-05-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-05-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,141.0
2022-05-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,217.0
2022-05-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,169.0
2022-05-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,104.0
2022-05-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,35.0
2022-05-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,64.0
2022-05-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,35.0
2022-05-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,6.0
2022-05-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,143.0
2022-05-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,81.0
2022-05-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,18.0
2022-05-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,48.0
2022-05-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,82.0
2022-05-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,77.5
2022-05-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,73.0
2022-05-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,107.0
2022-05-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,110.0
2022-05-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,161.0
2022-05-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,216.0
2022-05-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,15.0
2022-05-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,127.5
2022-05-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,240.0
2022-05-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,144.0
2022-06-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,119.0
2022-06-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,101.0
2022-06-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,257.0
2022-06-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,22.0
2022-06-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,103.5
2022-06-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,185.0
2022-06-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,180.0
2022-06-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,160.0
2022-06-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,108.0
2022-06-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,89.0
2022-06-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,108.0
2022-06-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,141.0
2022-06-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,174.0
2022-06-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,169.0
2022-06-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,23.0
2022-06-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,194.0
2022-06-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,16.0
2022-06-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,18.0
2022-06-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,82.0
2022-06-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,146.0
2022-06-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,111.0
2022-06-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,200.0
2022-06-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,168.0
2022-06-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,167.0
2022-06-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,106.0
2022-06-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,119.5
2022-06-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,133.0
2022-06-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,211.0
2022-06-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,178.0
2022-06-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,227.0
2022-07-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,35.0
2022-07-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,79.0
2022-07-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,114.5
2022-07-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,150.0
2022-07-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,201.0
2022-07-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,215.0
2022-07-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,107.0
2022-07-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,175.0
2022-07-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-07-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,124.0
2022-07-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,127.0
2022-07-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,196.0
2022-07-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,158.0
2022-07-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,152.0
2022-07-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,168.0
2022-07-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,153.0
2022-07-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,129.5
2022-07-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,106.0
2022-07-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,156.0
2022-07-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-07-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,95.0
2022-07-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,139.0
2022-07-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,211.0
2022-07-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,173.0
2022-07-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,135.0
2022-07-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,217.0
2022-07-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,336.0
2022-07-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,113.0
2022-07-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,238.0
2022-07-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,11.0
2022-07-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-08-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,231.0
2022-08-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,188.0
2022-08-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,47.0
2022-08-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,187.0
2022-08-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,158.0
2022-08-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,60.0
2022-08-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,142.0
2022-08-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,224.0
2022-08-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,217.0
2022-08-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,119.0
2022-08-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,221.0
2022-08-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,185.0
2022-08-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,102.0
2022-08-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,171.0
2022-08-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,240.0
2022-08-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,204.0
2022-08-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,105.0
2022-08-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,209.0
2022-08-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,94.0
2022-08-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,72.0
2022-08-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,121.0
2022-08-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,170.0
2022-08-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,102.0
2022-08-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,159.0
2022-08-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,156.0
2022-08-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,175.0
2022-08-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,240.0
2022-08-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,149.5
2022-08-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,59.0
2022-08-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,243.0
2022-08-31,ETB170,PORTALDETRAN,SDGX,NSDGX500,179.0
2022-09-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,8.0
2022-09-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,139.0
2022-09-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,234.0
2022-09-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,222.5
2022-09-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,211.0
2022-09-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,232.0
2022-09-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,190.5
2022-09-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,149.0
2022-09-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,159.0
2022-09-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,21.0
2022-09-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,74.5
2022-09-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,128.0
2022-09-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,171.0
2022-09-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,198.0
2022-09-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,218.0
2022-09-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,248.0
2022-09-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,219.0
2022-09-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,223.5
2022-09-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,228.0
2022-09-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,277.0
2022-09-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,199.0
2022-09-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,222.0
2022-09-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,22.0
2022-09-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,23.0
2022-09-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,92.0
2022-09-26,ETB170,PORTALDETRAN,SDGX,NSDGX500,161.0
2022-09-27,ETB170,PORTALDETRAN,SDGX,NSDGX500,49.0
2022-09-28,ETB170,PORTALDETRAN,SDGX,NSDGX500,48.0
2022-09-29,ETB170,PORTALDETRAN,SDGX,NSDGX500,28.0
2022-09-30,ETB170,PORTALDETRAN,SDGX,NSDGX500,39.0
2022-10-01,ETB170,PORTALDETRAN,SDGX,NSDGX500,221.0
2022-10-02,ETB170,PORTALDETRAN,SDGX,NSDGX500,139.0
2022-10-03,ETB170,PORTALDETRAN,SDGX,NSDGX500,57.0
2022-10-04,ETB170,PORTALDETRAN,SDGX,NSDGX500,61.0
2022-10-05,ETB170,PORTALDETRAN,SDGX,NSDGX500,77.0
2022-10-06,ETB170,PORTALDETRAN,SDGX,NSDGX500,198.0
2022-10-07,ETB170,PORTALDETRAN,SDGX,NSDGX500,65.0
2022-10-08,ETB170,PORTALDETRAN,SDGX,NSDGX500,261.0
2022-10-09,ETB170,PORTALDETRAN,SDGX,NSDGX500,139.5
2022-10-10,ETB170,PORTALDETRAN,SDGX,NSDGX500,18.0
2022-10-11,ETB170,PORTALDETRAN,SDGX,NSDGX500,222.0
2022-10-12,ETB170,PORTALDETRAN,SDGX,NSDGX500,208.5
2022-10-13,ETB170,PORTALDETRAN,SDGX,NSDGX500,195.0
2022-10-14,ETB170,PORTALDETRAN,SDGX,NSDGX500,108.0
2022-10-15,ETB170,PORTALDETRAN,SDGX,NSDGX500,123.0
2022-10-16,ETB170,PORTALDETRAN,SDGX,NSDGX500,140.0
2022-10-17,ETB170,PORTALDETRAN,SDGX,NSDGX500,157.0
2022-10-18,ETB170,PORTALDETRAN,SDGX,NSDGX500,264.0
2022-10-19,ETB170,PORTALDETRAN,SDGX,NSDGX500,271.0
2022-10-20,ETB170,PORTALDETRAN,SDGX,NSDGX500,217.0
2022-10-21,ETB170,PORTALDETRAN,SDGX,NSDGX500,207.0
2022-10-22,ETB170,PORTALDETRAN,SDGX,NSDGX500,22.0
2022-10-23,ETB170,PORTALDETRAN,SDGX,NSDGX500,50.5
2022-10-24,ETB170,PORTALDETRAN,SDGX,NSDGX500,79.0
2022-10-25,ETB170,PORTALDETRAN,SDGX,NSDGX500,176.0
